Id,Jid,entity,label
372,Q104737754,http://www.wikidata.org/entity/Q104737754,Holy Family
373,Q104740233,http://www.wikidata.org/entity/Q104740233,Tea time
374,Q104759172,http://www.wikidata.org/entity/Q104759172,Landscape
375,Q104759286,http://www.wikidata.org/entity/Q104759286,Landscape with Shepherds and Cattle
376,Q1047594,http://www.wikidata.org/entity/Q1047594,piazza del Plebiscito
377,Q104759431,http://www.wikidata.org/entity/Q104759431,Q104759431
378,Q104759446,http://www.wikidata.org/entity/Q104759446,Q104759446
379,Q104760026,http://www.wikidata.org/entity/Q104760026,Doubting Saint Thomas
380,Q104763213,http://www.wikidata.org/entity/Q104763213,Saint Peter visits Saint Agatha in her Prison
381,Q104763627,http://www.wikidata.org/entity/Q104763627,Holy Family with Saint John Baptist
382,Q104763832,http://www.wikidata.org/entity/Q104763832,Holy Family
383,Q104763985,http://www.wikidata.org/entity/Q104763985,Undergrowth with Mushrooms
384,Q104767252,http://www.wikidata.org/entity/Q104767252,Portrait of a Man in a silk Kimono
385,Q104767295,http://www.wikidata.org/entity/Q104767295,River Landscape
386,Q104771795,http://www.wikidata.org/entity/Q104771795,Martyrdom of Gerard of Csanád
387,Q104771863,http://www.wikidata.org/entity/Q104771863,Christ in the House of Simon the Pharisee
388,Q104785863,http://www.wikidata.org/entity/Q104785863,Penitent Saint Jerome
389,Q104785987,http://www.wikidata.org/entity/Q104785987,"Musée Saint-Raymond, Ra 369"
390,Q104786786,http://www.wikidata.org/entity/Q104786786,Nativity
391,Q104786812,http://www.wikidata.org/entity/Q104786812,Adoration of the Magi
392,Q104786840,http://www.wikidata.org/entity/Q104786840,Altar of the Life of the Virgin
393,Q104787855,http://www.wikidata.org/entity/Q104787855,Saint Jerome and the Lion
394,Q1047940,http://www.wikidata.org/entity/Q1047940,Caspar Isenmann
395,Q1048,http://www.wikidata.org/entity/Q1048,Julius Caesar
396,Q104801632,http://www.wikidata.org/entity/Q104801632,David in prayer obtains the cessation of the plague
397,Q1048023,http://www.wikidata.org/entity/Q1048023,Mares of Diomedes
398,Q104804671,http://www.wikidata.org/entity/Q104804671,Christ on the Cross
399,Q104804711,http://www.wikidata.org/entity/Q104804711,The Crucifixion
400,Q104804723,http://www.wikidata.org/entity/Q104804723,Noce en Basse Alsace
401,Q104804865,http://www.wikidata.org/entity/Q104804865,Retable domestique l'Annonciation
402,Q104825471,http://www.wikidata.org/entity/Q104825471,L’Asie rêvée d’Yves Saint Laurent
403,Q104831948,http://www.wikidata.org/entity/Q104831948,Saint Philip Neri in Glory among Angels
404,Q1048333,http://www.wikidata.org/entity/Q1048333,Cassiano dal Pozzo
405,Q104833337,http://www.wikidata.org/entity/Q104833337,Printemps
406,Q10484,http://www.wikidata.org/entity/Q10484,Lyra
407,Q104842236,http://www.wikidata.org/entity/Q104842236,Q104842236
408,Q104842569,http://www.wikidata.org/entity/Q104842569,Q104842569
409,Q104846933,http://www.wikidata.org/entity/Q104846933,Q104846933
410,Q104847457,http://www.wikidata.org/entity/Q104847457,Q104847457
411,Q104848649,http://www.wikidata.org/entity/Q104848649,The Happy Accidents of the Swing
412,Q1048568,http://www.wikidata.org/entity/Q1048568,Rape of the Sabine Women
413,Q104863903,http://www.wikidata.org/entity/Q104863903,Sans titre
414,Q104870405,http://www.wikidata.org/entity/Q104870405,Mater Dolorosa
415,Q104870613,http://www.wikidata.org/entity/Q104870613,Still Life with a Calf's Head
416,Q104871,http://www.wikidata.org/entity/Q104871,A Midsummer Night's Dream
417,Q104884,http://www.wikidata.org/entity/Q104884,Caspar David Friedrich
418,Q104891231,http://www.wikidata.org/entity/Q104891231,Girl with Cap (bust)
419,Q104891317,http://www.wikidata.org/entity/Q104891317,Minerva and the Arts
420,Q104892412,http://www.wikidata.org/entity/Q104892412,Q104892412
421,Q104911831,http://www.wikidata.org/entity/Q104911831,"Musée Saint-Raymond,Ra 44"
422,Q104919462,http://www.wikidata.org/entity/Q104919462,Louis Vagnat
423,Q1049728,http://www.wikidata.org/entity/Q1049728,Rennes Cathedral
424,Q104978241,http://www.wikidata.org/entity/Q104978241,Q104978241
425,Q104978243,http://www.wikidata.org/entity/Q104978243,Q104978243
426,Q104978244,http://www.wikidata.org/entity/Q104978244,Portrait of a Young Woman
427,Q104978245,http://www.wikidata.org/entity/Q104978245,Winter on the Creuse
428,Q104978246,http://www.wikidata.org/entity/Q104978246,Q104978246
429,Q104978247,http://www.wikidata.org/entity/Q104978247,Portrait of Mme Hanska (Eva Hanska)
430,Q1049923,http://www.wikidata.org/entity/Q1049923,marquetry
431,Q105001151,http://www.wikidata.org/entity/Q105001151,Q105001151
432,Q105001166,http://www.wikidata.org/entity/Q105001166,Q105001166
433,Q105001170,http://www.wikidata.org/entity/Q105001170,Q105001170
434,Q105010678,http://www.wikidata.org/entity/Q105010678,Q105010678
435,Q105027693,http://www.wikidata.org/entity/Q105027693,"Anne-Marie-Louise of Orleans (1627-1693), duchess of Montpensier"
436,Q105027856,http://www.wikidata.org/entity/Q105027856,Q105027856
437,Q105027880,http://www.wikidata.org/entity/Q105027880,Q105027880
438,Q105027977,http://www.wikidata.org/entity/Q105027977,Q105027977
439,Q105028043,http://www.wikidata.org/entity/Q105028043,Q105028043
440,Q105028048,http://www.wikidata.org/entity/Q105028048,"Philippe de Buyster (1595-1688), sculptor"
441,Q105028609,http://www.wikidata.org/entity/Q105028609,Henri and Charles Beaubrun making the portrait of Queen Marie-Thérèse
442,Q105037619,http://www.wikidata.org/entity/Q105037619,David Ortlieb
443,Q105045464,http://www.wikidata.org/entity/Q105045464,Portrait of the Alsatian Composer Victor Nessler
444,Q105045490,http://www.wikidata.org/entity/Q105045490,Composition (1924)
445,Q105068109,http://www.wikidata.org/entity/Q105068109,The Washing of the Feet
446,Q105069227,http://www.wikidata.org/entity/Q105069227,"Bacchus, Ariane and Venus"
447,Q105069281,http://www.wikidata.org/entity/Q105069281,Portrait of a Couple
448,Q105069361,http://www.wikidata.org/entity/Q105069361,Lot and his Daughters
449,Q105069512,http://www.wikidata.org/entity/Q105069512,Q105069512
450,Q105094657,http://www.wikidata.org/entity/Q105094657,Q105094657
451,Q105099743,http://www.wikidata.org/entity/Q105099743,The Feast in the House of Simon the Pharisee
452,Q105104857,http://www.wikidata.org/entity/Q105104857,Breton Landscape
453,Q10510932,http://www.wikidata.org/entity/Q10510932,Piazzetta San Marco
454,Q1051130,http://www.wikidata.org/entity/Q1051130,strolling
455,Q1051213,http://www.wikidata.org/entity/Q1051213,Appius Claudius Crassus Inregillensis Sabinus
456,Q105129415,http://www.wikidata.org/entity/Q105129415,Q105129415
457,Q105130212,http://www.wikidata.org/entity/Q105130212,Zélie Courbet
458,Q105132140,http://www.wikidata.org/entity/Q105132140,Amédée-Julien Marcel-Clément
459,Q105160404,http://www.wikidata.org/entity/Q105160404,Q105160404
460,Q105162018,http://www.wikidata.org/entity/Q105162018,Q105162018
461,Q1051656,http://www.wikidata.org/entity/Q1051656,hand-kissing
462,Q105173,http://www.wikidata.org/entity/Q105173,Tetragrammaton
463,Q105186,http://www.wikidata.org/entity/Q105186,pharmacist
464,Q105190,http://www.wikidata.org/entity/Q105190,levee
465,Q1051928,http://www.wikidata.org/entity/Q1051928,Kröller-Müller Museum
466,Q1052,http://www.wikidata.org/entity/Q1052,rainbow
467,Q105221965,http://www.wikidata.org/entity/Q105221965,The Mocking of Christ
468,Q105222017,http://www.wikidata.org/entity/Q105222017,The Virgin and Child with Saint Anne
469,Q105222123,http://www.wikidata.org/entity/Q105222123,"Saint John Baptist, Saint Jerome and Saint Francis of Assisi"
470,Q105222233,http://www.wikidata.org/entity/Q105222233,Italian Landscape
471,Q1052269,http://www.wikidata.org/entity/Q1052269,Paolo Domenico Finoglia
472,Q105261,http://www.wikidata.org/entity/Q105261,Mount Parnassus
473,Q105296760,http://www.wikidata.org/entity/Q105296760,The sick child
474,Q105299949,http://www.wikidata.org/entity/Q105299949,Q105299949
475,Q105320,http://www.wikidata.org/entity/Q105320,Berthe Morisot
476,Q105322785,http://www.wikidata.org/entity/Q105322785,St. Francis receiving the Stigmata
477,Q105324807,http://www.wikidata.org/entity/Q105324807,"Musée Saint-Raymond, 25682"
478,Q1053313,http://www.wikidata.org/entity/Q1053313,Jerusalem Delivered
479,Q105346884,http://www.wikidata.org/entity/Q105346884,Q105346884
480,Q105346885,http://www.wikidata.org/entity/Q105346885,Q105346885
481,Q105346886,http://www.wikidata.org/entity/Q105346886,Sea coast
482,Q105346888,http://www.wikidata.org/entity/Q105346888,Q105346888
483,Q105346890,http://www.wikidata.org/entity/Q105346890,Q105346890
484,Q105346891,http://www.wikidata.org/entity/Q105346891,"Women in a Park with Children, Swans and a Dog"
485,Q105346892,http://www.wikidata.org/entity/Q105346892,The Flamingos
486,Q105346894,http://www.wikidata.org/entity/Q105346894,Portrait de Madame Pascal
487,Q105346896,http://www.wikidata.org/entity/Q105346896,The painter Fernand Viola
488,Q105346897,http://www.wikidata.org/entity/Q105346897,Women in a Park at the Edge of the Water with a Child and a Dog
489,Q105346900,http://www.wikidata.org/entity/Q105346900,Q105346900
490,Q105346901,http://www.wikidata.org/entity/Q105346901,Giuseppe Fravega
491,Q105346903,http://www.wikidata.org/entity/Q105346903,Q105346903
492,Q105346905,http://www.wikidata.org/entity/Q105346905,Q105346905
493,Q105346906,http://www.wikidata.org/entity/Q105346906,Q105346906
494,Q105346907,http://www.wikidata.org/entity/Q105346907,Q105346907
495,Q105346909,http://www.wikidata.org/entity/Q105346909,Q105346909
496,Q105346910,http://www.wikidata.org/entity/Q105346910,Q105346910
497,Q105346911,http://www.wikidata.org/entity/Q105346911,Q105346911
498,Q105346913,http://www.wikidata.org/entity/Q105346913,Q105346913
499,Q105346914,http://www.wikidata.org/entity/Q105346914,Q105346914
500,Q105346916,http://www.wikidata.org/entity/Q105346916,Q105346916
501,Q105346917,http://www.wikidata.org/entity/Q105346917,Q105346917
502,Q105346920,http://www.wikidata.org/entity/Q105346920,Q105346920
503,Q105346921,http://www.wikidata.org/entity/Q105346921,Q105346921
504,Q105346922,http://www.wikidata.org/entity/Q105346922,Q105346922
505,Q105346924,http://www.wikidata.org/entity/Q105346924,Q105346924
506,Q105346926,http://www.wikidata.org/entity/Q105346926,Q105346926
507,Q105346928,http://www.wikidata.org/entity/Q105346928,Q105346928
508,Q105346929,http://www.wikidata.org/entity/Q105346929,Q105346929
509,Q105346930,http://www.wikidata.org/entity/Q105346930,"The French Actor Joseph-Jean-Baptiste Albouy, stage name Dazincourt"
510,Q105346932,http://www.wikidata.org/entity/Q105346932,Q105346932
511,Q105346933,http://www.wikidata.org/entity/Q105346933,Q105346933
512,Q105346934,http://www.wikidata.org/entity/Q105346934,Deer by Water
513,Q105346935,http://www.wikidata.org/entity/Q105346935,Q105346935
514,Q105346936,http://www.wikidata.org/entity/Q105346936,Portrait of André Grangier
515,Q105346937,http://www.wikidata.org/entity/Q105346937,Q105346937
516,Q105346938,http://www.wikidata.org/entity/Q105346938,Q105346938
517,Q105346939,http://www.wikidata.org/entity/Q105346939,Q105346939
518,Q105346940,http://www.wikidata.org/entity/Q105346940,Self Portrait Old
519,Q105346941,http://www.wikidata.org/entity/Q105346941,A Man
520,Q105346942,http://www.wikidata.org/entity/Q105346942,Q105346942
521,Q105346944,http://www.wikidata.org/entity/Q105346944,Q105346944
522,Q105346945,http://www.wikidata.org/entity/Q105346945,Q105346945
523,Q105346946,http://www.wikidata.org/entity/Q105346946,Q105346946
524,Q105346947,http://www.wikidata.org/entity/Q105346947,Q105346947
525,Q105346949,http://www.wikidata.org/entity/Q105346949,Q105346949
526,Q105346950,http://www.wikidata.org/entity/Q105346950,Venus and Love
527,Q105346951,http://www.wikidata.org/entity/Q105346951,Q105346951
528,Q105346952,http://www.wikidata.org/entity/Q105346952,Q105346952
529,Q105346953,http://www.wikidata.org/entity/Q105346953,Q105346953
530,Q105346954,http://www.wikidata.org/entity/Q105346954,Q105346954
531,Q105346955,http://www.wikidata.org/entity/Q105346955,Q105346955
532,Q105346956,http://www.wikidata.org/entity/Q105346956,Q105346956
533,Q105346957,http://www.wikidata.org/entity/Q105346957,Q105346957
534,Q105346959,http://www.wikidata.org/entity/Q105346959,Q105346959
535,Q105346960,http://www.wikidata.org/entity/Q105346960,Q105346960
536,Q105346961,http://www.wikidata.org/entity/Q105346961,Q105346961
537,Q105346962,http://www.wikidata.org/entity/Q105346962,Q105346962
538,Q105346963,http://www.wikidata.org/entity/Q105346963,Q105346963
539,Q105346965,http://www.wikidata.org/entity/Q105346965,Q105346965
540,Q105346966,http://www.wikidata.org/entity/Q105346966,Q105346966
541,Q105346967,http://www.wikidata.org/entity/Q105346967,Q105346967
542,Q105346969,http://www.wikidata.org/entity/Q105346969,Q105346969
543,Q105346970,http://www.wikidata.org/entity/Q105346970,Q105346970
544,Q105346971,http://www.wikidata.org/entity/Q105346971,Q105346971
545,Q105346972,http://www.wikidata.org/entity/Q105346972,Q105346972
546,Q105346973,http://www.wikidata.org/entity/Q105346973,Q105346973
547,Q105346974,http://www.wikidata.org/entity/Q105346974,Q105346974
548,Q105346976,http://www.wikidata.org/entity/Q105346976,Q105346976
549,Q105346977,http://www.wikidata.org/entity/Q105346977,Virgin and Child with a Rose
550,Q105346978,http://www.wikidata.org/entity/Q105346978,Q105346978
551,Q105346979,http://www.wikidata.org/entity/Q105346979,Henri DIDIER
552,Q105346980,http://www.wikidata.org/entity/Q105346980,The Cleopatra's Handmaid
553,Q105346981,http://www.wikidata.org/entity/Q105346981,Q105346981
554,Q105346982,http://www.wikidata.org/entity/Q105346982,Q105346982
555,Q105346983,http://www.wikidata.org/entity/Q105346983,Le Mitron - Théodule Ribot
556,Q105346984,http://www.wikidata.org/entity/Q105346984,Q105346984
557,Q105346985,http://www.wikidata.org/entity/Q105346985,Q105346985
558,Q105346986,http://www.wikidata.org/entity/Q105346986,Mrs Fravega or Mrs Meuricoffre
559,Q105346987,http://www.wikidata.org/entity/Q105346987,Q105346987
560,Q105346988,http://www.wikidata.org/entity/Q105346988,Q105346988
561,Q105346989,http://www.wikidata.org/entity/Q105346989,Q105346989
562,Q105346990,http://www.wikidata.org/entity/Q105346990,Q105346990
563,Q105346996,http://www.wikidata.org/entity/Q105346996,Q105346996
564,Q105347016,http://www.wikidata.org/entity/Q105347016,Q105347016
565,Q105356282,http://www.wikidata.org/entity/Q105356282,Q105356282
566,Q1053735,http://www.wikidata.org/entity/Q1053735,Munich Central Collecting Point
567,Q105376291,http://www.wikidata.org/entity/Q105376291,Porus Defeated by Alexander
568,Q105376295,http://www.wikidata.org/entity/Q105376295,Q105376295
569,Q105376296,http://www.wikidata.org/entity/Q105376296,Mary Magdalene in extasy
570,Q105376596,http://www.wikidata.org/entity/Q105376596,Q105376596
571,Q105377007,http://www.wikidata.org/entity/Q105377007,Q105377007
572,Q1053956,http://www.wikidata.org/entity/Q1053956,bead
573,Q105395988,http://www.wikidata.org/entity/Q105395988,Q105395988
574,Q105396837,http://www.wikidata.org/entity/Q105396837,Q105396837
575,Q1054145,http://www.wikidata.org/entity/Q1054145,Carlo Braccesco
576,Q105430123,http://www.wikidata.org/entity/Q105430123,View of Rouen
577,Q105430124,http://www.wikidata.org/entity/Q105430124,Q105430124
578,Q105430126,http://www.wikidata.org/entity/Q105430126,Q105430126
579,Q105430127,http://www.wikidata.org/entity/Q105430127,La justice de Trajan
580,Q105430128,http://www.wikidata.org/entity/Q105430128,Q105430128
581,Q105434936,http://www.wikidata.org/entity/Q105434936,Still-Life with Two Rabbits
582,Q105435173,http://www.wikidata.org/entity/Q105435173,"Young man sitting indoors, writing"
583,Q105444113,http://www.wikidata.org/entity/Q105444113,Welsh Coast in the fog
584,Q105444114,http://www.wikidata.org/entity/Q105444114,Q105444114
585,Q105444115,http://www.wikidata.org/entity/Q105444115,Q105444115
586,Q105444116,http://www.wikidata.org/entity/Q105444116,Q105444116
587,Q105444117,http://www.wikidata.org/entity/Q105444117,Q105444117
588,Q105444118,http://www.wikidata.org/entity/Q105444118,Q105444118
589,Q105444119,http://www.wikidata.org/entity/Q105444119,Q105444119
590,Q105444120,http://www.wikidata.org/entity/Q105444120,Sunrise with the Chariot of Apollo
591,Q105444121,http://www.wikidata.org/entity/Q105444121,Q105444121
592,Q105444122,http://www.wikidata.org/entity/Q105444122,Q105444122
593,Q105444123,http://www.wikidata.org/entity/Q105444123,Q105444123
594,Q105444124,http://www.wikidata.org/entity/Q105444124,A Deer Chased by Dogs
595,Q105444125,http://www.wikidata.org/entity/Q105444125,Marine Landscape (The Cape and Dunes of Saint-Quentin)
596,Q105444127,http://www.wikidata.org/entity/Q105444127,Q105444127
597,Q105444128,http://www.wikidata.org/entity/Q105444128,The Deposition
598,Q105444130,http://www.wikidata.org/entity/Q105444130,Horatius just killing his sister
599,Q105444131,http://www.wikidata.org/entity/Q105444131,Q105444131
600,Q105444132,http://www.wikidata.org/entity/Q105444132,Q105444132
601,Q105444134,http://www.wikidata.org/entity/Q105444134,Q105444134
602,Q105444135,http://www.wikidata.org/entity/Q105444135,Q105444135
603,Q105444136,http://www.wikidata.org/entity/Q105444136,Saint Sebastian tended by Saint Irene
604,Q105444356,http://www.wikidata.org/entity/Q105444356,"Fisher at Villerville, low tide"
